para,累积净值,年化收益,最大回撤,最大回撤开始时间,最大回撤结束时间,年化收益/回撤比,盈利笔数,亏损笔数,胜率,每笔交易平均盈亏,盈亏收益比,单笔最大盈利,单笔最大亏损,单笔最长持有时间,单笔最短持有时间,平均持仓周期,最大连续盈利笔数,最大连续亏损笔数,月化收益,币种原始累积净值,币种原始年化收益,币种原始最大回撤,币种原始年化收益/回撤比,回测区间
164,65.03,11.89,-59.43%,2024-03-14 06:00:00,2024-05-08 21:00:00,20.01,25.0,21.0,54.35%,20.65%,4.67,629.12%,-18.17%,37 天 6 小时 0 分钟,0 天 3 小时 0 分钟,12 天 22 小时 5 分钟,4.0,3.0,0.23385264517892157,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
144,78.49,13.47,-72.63%,2024-03-14 06:00:00,2024-05-08 21:00:00,18.54,27.0,25.0,51.92%,19.98%,4.94,682.84%,-36.72%,37 天 5 小时 0 分钟,0 天 3 小时 0 分钟,11 天 10 小时 11 分钟,4.0,4.0,0.2455905295975911,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
170,52.74,10.34,-56.91%,2024-03-14 06:00:00,2024-04-08 09:00:00,18.17,24.0,22.0,52.17%,19.58%,4.73,593.15%,-23.66%,37 天 6 小时 0 分钟,0 天 3 小时 0 分钟,12 天 22 小时 5 分钟,4.0,4.0,0.22090833583945102,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
166,53.62,10.46,-60.71%,2024-03-14 06:00:00,2024-04-08 09:00:00,17.22,23.0,23.0,50.00%,19.93%,5.06,608.90%,-19.12%,37 天 6 小时 0 分钟,0 天 3 小时 0 分钟,12 天 22 小时 5 分钟,4.0,4.0,0.22193023884624163,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
142,61.23,11.43,-68.78%,2024-03-14 06:00:00,2024-05-08 21:00:00,16.61,27.0,25.0,51.92%,19.80%,4.77,708.60%,-39.71%,37 天 5 小时 0 分钟,0 天 3 小时 0 分钟,11 天 10 小时 11 分钟,4.0,4.0,0.23012556634950476,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
140,65.7,11.97,-72.22%,2024-03-14 06:00:00,2024-05-08 21:00:00,16.58,27.0,25.0,51.92%,19.74%,4.83,692.38%,-42.26%,37 天 5 小时 0 分钟,0 天 3 小时 0 分钟,11 天 10 小时 11 分钟,4.0,4.0,0.23448985557862767,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
134,52.64,10.33,-66.01%,2024-03-14 06:00:00,2024-05-08 21:00:00,15.65,31.0,31.0,50.00%,13.77%,4.38,536.38%,-28.28%,37 天 4 小时 0 分钟,0 天 3 小时 0 分钟,9 天 13 小时 48 分钟,4.0,4.0,0.2208026754320176,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
168,43.53,9.08,-59.18%,2024-03-14 06:00:00,2024-05-08 21:00:00,15.35,23.0,23.0,50.00%,19.06%,4.85,591.38%,-19.47%,37 天 6 小时 0 分钟,0 天 3 小时 0 分钟,12 天 22 小时 5 分钟,4.0,4.0,0.2091771816278074,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
172,43.62,9.1,-61.13%,2024-03-14 06:00:00,2024-04-08 09:00:00,14.88,22.0,24.0,47.83%,18.53%,5.3,554.83%,-23.91%,37 天 7 小时 0 分钟,0 天 3 小时 0 分钟,12 天 22 小时 5 分钟,4.0,4.0,0.20930603180352958,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
174,42.94,9.0,-64.09%,2024-03-14 06:00:00,2024-04-08 09:00:00,14.04,20.0,24.0,45.45%,19.66%,5.83,551.96%,-26.63%,41 天 10 小时 0 分钟,0 天 3 小时 0 分钟,13 天 12 小时 13 分钟,4.0,4.0,0.20833907106101357,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
146,57.11,10.91,-79.27%,2024-03-14 06:00:00,2024-05-08 21:00:00,13.76,22.0,30.0,42.31%,19.46%,6.55,674.81%,-38.89%,37 天 5 小时 0 分钟,0 天 3 小时 0 分钟,11 天 10 小时 11 分钟,4.0,7.0,0.22581438419001398,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
156,51.64,10.2,-74.88%,2024-03-14 06:00:00,2024-05-08 21:00:00,13.62,24.0,24.0,50.00%,20.64%,5.0,683.28%,-28.05%,37 天 7 小时 0 分钟,0 天 3 小时 0 分钟,12 天 9 小时 7 分钟,4.0,5.0,0.21961595244608612,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
136,44.95,9.28,-70.19%,2024-03-14 06:00:00,2024-05-08 21:00:00,13.23,27.0,31.0,46.55%,16.38%,5.29,656.50%,-31.51%,37 天 5 小时 0 分钟,0 天 0 小时 0 分钟,10 天 5 小时 43 分钟,4.0,4.0,0.2111302899999803,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
158,47.92,9.69,-75.38%,2024-03-14 06:00:00,2024-05-08 21:00:00,12.86,21.0,27.0,43.75%,19.65%,6.21,640.41%,-26.65%,37 天 6 小时 0 分钟,0 天 3 小时 0 分钟,12 天 9 小时 7 分钟,3.0,7.0,0.21503194769523515,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
148,49.45,9.9,-79.35%,2024-03-14 06:00:00,2024-05-08 21:00:00,12.48,23.0,29.0,44.23%,19.25%,5.86,684.80%,-39.59%,37 天 6 小时 0 分钟,0 天 3 小时 0 分钟,11 天 10 小时 11 分钟,4.0,7.0,0.21695937766154816,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
154,43.09,9.02,-75.43%,2024-03-14 06:00:00,2024-05-08 21:00:00,11.96,24.0,24.0,50.00%,19.56%,4.64,644.78%,-23.69%,37 天 7 小时 0 分钟,0 天 3 小时 0 分钟,12 天 9 小时 7 分钟,4.0,5.0,0.20855617385196612,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
138,41.09,8.73,-73.62%,2024-03-14 06:00:00,2024-05-08 21:00:00,11.86,26.0,30.0,46.43%,17.15%,5.26,671.90%,-41.51%,37 天 5 小时 0 分钟,0 天 3 小时 0 分钟,10 天 14 小时 32 分钟,4.0,4.0,0.20566990470128288,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
176,32.51,7.43,-63.57%,2024-03-14 06:00:00,2024-04-08 09:00:00,11.69,19.0,25.0,43.18%,19.03%,5.79,552.39%,-25.47%,41 天 12 小时 0 分钟,0 天 3 小时 0 分钟,13 天 12 小时 13 分钟,3.0,4.0,0.19153359853929364,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
162,39.63,8.52,-76.74%,2024-03-14 06:00:00,2024-05-08 21:00:00,11.1,25.0,23.0,52.08%,18.94%,4.2,628.24%,-24.50%,37 天 7 小时 0 分钟,0 天 3 小时 0 分钟,12 天 9 小时 7 分钟,4.0,3.0,0.20347138984384494,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
152,36.95,8.12,-75.78%,2024-03-14 06:00:00,2024-05-08 21:00:00,10.72,21.0,31.0,40.38%,18.06%,6.36,658.03%,-26.97%,37 天 6 小时 0 分钟,0 天 3 小时 0 分钟,11 天 10 小时 11 分钟,4.0,7.0,0.19924547421421646,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
160,37.67,8.23,-78.45%,2024-03-14 06:00:00,2024-05-08 21:00:00,10.49,23.0,25.0,47.92%,19.18%,4.95,646.01%,-25.98%,37 天 7 小时 0 分钟,0 天 3 小时 0 分钟,12 天 9 小时 7 分钟,4.0,7.0,0.20041286871652364,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
44,22.75,5.78,-57.43%,2023-06-06 12:00:00,2023-09-24 07:00:00,10.06,71.0,125.0,36.22%,3.98%,4.04,471.77%,-23.42%,12 天 21 小时 0 分钟,0 天 2 小时 0 分钟,3 天 0 小时 0 分钟,4.0,8.0,0.17032835451270567,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
150,30.69,7.14,-78.22%,2024-03-14 06:00:00,2024-05-08 21:00:00,9.13,23.0,31.0,42.59%,16.86%,5.49,643.49%,-34.00%,37 天 7 小时 0 分钟,0 天 3 小时 0 分钟,11 天 0 小时 0 分钟,3.0,7.0,0.1880840859954367,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
180,25.22,6.22,-68.40%,2024-03-14 06:00:00,2024-05-01 09:00:00,9.09,19.0,25.0,43.18%,18.41%,5.7,570.69%,-26.41%,41 天 13 小时 0 分钟,0 天 3 小时 0 分钟,13 天 12 小时 13 分钟,3.0,4.0,0.17639695092272856,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
182,23.6,5.93,-70.58%,2024-03-14 06:00:00,2024-05-01 09:00:00,8.4,20.0,24.0,45.45%,18.23%,5.07,569.46%,-27.37%,41 天 14 小时 0 分钟,0 天 3 小时 0 分钟,13 天 12 小时 13 分钟,4.0,4.0,0.17247075414019708,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
188,25.15,6.21,-73.94%,2024-03-14 06:00:00,2024-05-01 09:00:00,8.39,19.0,23.0,45.24%,17.96%,5.53,521.42%,-22.00%,41 天 17 小时 0 分钟,0 天 3 小时 0 分钟,14 天 3 小时 42 分钟,3.0,3.0,0.1762320838739022,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
190,24.38,6.07,-73.35%,2024-03-14 06:00:00,2024-05-01 09:00:00,8.28,20.0,22.0,47.62%,17.46%,5.0,497.84%,-24.34%,41 天 18 小时 0 分钟,0 天 3 小时 0 分钟,14 天 3 小时 42 分钟,3.0,3.0,0.174403718067073,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
132,23.0,5.82,-71.00%,2024-03-14 06:00:00,2024-05-21 13:00:00,8.2,30.0,32.0,48.39%,11.16%,3.57,439.39%,-30.55%,37 天 4 小时 0 分钟,0 天 3 小时 0 分钟,9 天 13 小时 48 分钟,4.0,4.0,0.17096626186193165,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
178,20.49,5.36,-67.26%,2024-03-14 06:00:00,2024-05-01 09:00:00,7.97,18.0,26.0,40.91%,18.04%,5.74,566.02%,-26.09%,41 天 12 小时 0 分钟,0 天 3 小时 0 分钟,13 天 12 小时 13 分钟,3.0,4.0,0.16418443152945827,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
192,21.04,5.46,-71.15%,2024-03-14 06:00:00,2024-05-01 09:00:00,7.68,22.0,20.0,52.38%,17.51%,3.98,518.51%,-23.36%,41 天 19 小时 0 分钟,0 天 3 小时 0 分钟,14 天 3 小时 42 分钟,3.0,3.0,0.1657381517252272,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
186,19.85,5.23,-75.12%,2024-03-14 06:00:00,2024-05-01 09:00:00,6.97,19.0,25.0,43.18%,16.68%,5.4,515.58%,-27.08%,41 天 16 小时 0 分钟,0 天 3 小时 0 分钟,13 天 12 小时 13 分钟,3.0,4.0,0.1623076605605709,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
184,17.8,4.83,-70.49%,2024-03-14 06:00:00,2024-09-18 15:00:00,6.85,17.0,27.0,38.64%,17.25%,6.31,555.02%,-29.18%,41 天 15 小时 0 分钟,0 天 3 小时 0 分钟,13 天 12 小时 13 分钟,2.0,4.0,0.15595667445025052,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
130,15.66,4.39,-69.97%,2024-03-14 06:00:00,2024-05-21 19:00:00,6.28,30.0,36.0,45.45%,10.43%,3.75,483.61%,-33.32%,37 天 4 小时 0 分钟,0 天 3 小时 0 分钟,8 天 23 小时 49 分钟,4.0,4.0,0.1485416386848979,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
208,14.3,4.1,-66.34%,2024-06-18 13:00:00,2024-11-08 01:00:00,6.18,18.0,23.0,43.90%,19.23%,5.61,628.11%,-30.27%,42 天 5 小时 0 分钟,0 天 3 小时 0 分钟,14 天 12 小时 1 分钟,2.0,3.0,0.14327350270854167,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
56,14.14,4.06,-71.50%,2024-03-05 01:00:00,2024-04-11 20:00:00,5.68,62.0,104.0,37.35%,4.07%,3.5,414.11%,-23.40%,13 天 15 小时 0 分钟,0 天 0 小时 0 分钟,3 天 13 小时 12 分钟,8.0,11.0,0.1426227446119217,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
194,14.3,4.1,-73.67%,2024-03-14 06:00:00,2024-05-01 09:00:00,5.56,20.0,22.0,47.62%,16.24%,4.27,500.05%,-25.02%,41 天 21 小时 0 分钟,0 天 3 小时 0 分钟,14 天 3 小时 42 分钟,3.0,3.0,0.14326939593753463,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
116,13.22,3.86,-69.44%,2024-03-14 06:00:00,2024-11-07 02:00:00,5.56,34.0,38.0,47.22%,9.69%,3.2,497.11%,-39.19%,36 天 23 小时 0 分钟,0 天 3 小时 0 分钟,8 天 5 小时 45 分钟,3.0,4.0,0.13877111413461507,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
46,11.15,3.38,-61.76%,2023-05-19 13:00:00,2023-07-06 08:00:00,5.47,72.0,126.0,36.36%,3.51%,3.69,468.73%,-23.23%,12 天 21 小时 0 分钟,0 天 0 小时 0 分钟,2 天 23 小时 16 分钟,4.0,8.0,0.1290669154838049,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
198,12.54,3.71,-70.49%,2024-03-14 06:00:00,2024-05-01 09:00:00,5.26,21.0,21.0,50.00%,17.01%,3.87,552.25%,-27.53%,41 天 22 小时 0 分钟,0 天 0 小时 0 分钟,14 天 3 小时 42 分钟,5.0,3.0,0.135772881779485,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
196,12.74,3.75,-71.82%,2024-03-14 06:00:00,2024-05-01 09:00:00,5.22,19.0,23.0,45.24%,16.33%,4.72,523.49%,-26.14%,41 天 21 小时 0 分钟,0 天 2 小时 0 分钟,14 天 3 小时 42 分钟,2.0,3.0,0.1366778451716988,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
212,12.05,3.59,-71.21%,2024-06-18 13:00:00,2024-11-08 01:00:00,5.04,19.0,22.0,46.34%,18.26%,4.63,596.76%,-28.65%,42 天 7 小时 0 分钟,0 天 3 小时 0 分钟,14 天 12 小时 1 分钟,4.0,3.0,0.133468263458143,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
58,13.33,3.88,-77.60%,2024-03-05 01:00:00,2024-04-11 20:00:00,5.01,60.0,98.0,37.97%,4.32%,3.49,431.98%,-24.95%,13 天 17 小时 0 分钟,0 天 0 小时 0 分钟,3 天 17 小时 34 分钟,7.0,10.0,0.13923403672666357,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
118,10.75,3.28,-66.83%,2024-03-14 06:00:00,2024-11-07 02:00:00,4.91,33.0,39.0,45.83%,9.51%,3.29,511.76%,-37.34%,36 天 23 小时 0 分钟,0 天 3 小时 0 分钟,8 天 5 小时 45 分钟,4.0,4.0,0.1269846359242106,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
60,13.28,3.87,-81.11%,2024-03-05 01:00:00,2024-04-11 20:00:00,4.78,56.0,92.0,37.84%,4.59%,3.56,420.97%,-25.11%,13 天 20 小时 0 分钟,0 天 1 小时 0 分钟,3 天 23 小时 41 分钟,6.0,10.0,0.13903504456508053,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
94,10.72,3.27,-69.86%,2024-03-14 06:00:00,2024-11-07 02:00:00,4.69,35.0,49.0,41.67%,7.96%,3.71,504.45%,-34.22%,22 天 16 小时 0 分钟,0 天 2 小时 0 分钟,7 天 1 小时 21 分钟,3.0,5.0,0.12679921124557758,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
38,12.09,3.6,-77.16%,2024-05-30 07:00:00,2024-07-31 13:00:00,4.67,89.0,141.0,38.70%,3.30%,3.22,516.21%,-22.30%,12 天 14 小时 0 分钟,0 天 0 小时 0 分钟,2 天 13 小时 13 分钟,4.0,12.0,0.13368386077113725,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
98,12.3,3.65,-78.31%,2024-03-14 06:00:00,2024-11-07 02:00:00,4.66,37.0,47.0,44.05%,7.88%,3.51,475.06%,-33.59%,23 天 14 小时 0 分钟,0 天 0 小时 0 分钟,7 天 1 小时 21 分钟,3.0,5.0,0.13465977690351405,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
210,10.71,3.27,-71.10%,2024-03-14 06:00:00,2024-11-08 01:00:00,4.6,19.0,22.0,46.34%,17.94%,4.61,599.45%,-31.69%,42 天 6 小时 0 分钟,0 天 3 小时 0 分钟,14 天 12 小时 1 分钟,4.0,3.0,0.12674621629492244,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
120,10.42,3.2,-69.93%,2024-03-14 06:00:00,2024-11-07 02:00:00,4.58,32.0,40.0,44.44%,9.39%,3.46,505.85%,-34.37%,36 天 23 小时 0 分钟,0 天 3 小时 0 分钟,8 天 5 小时 45 分钟,4.0,4.0,0.1252073879327782,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
104,11.79,3.53,-77.38%,2024-03-14 06:00:00,2024-11-07 02:00:00,4.56,36.0,44.0,45.00%,8.23%,3.34,475.06%,-40.58%,23 天 19 小时 0 分钟,0 天 3 小时 0 分钟,7 天 9 小时 52 分钟,5.0,5.0,0.13222802853131843,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
128,10.79,3.29,-72.92%,2024-03-14 06:00:00,2024-05-21 19:00:00,4.51,26.0,40.0,39.39%,9.83%,4.36,465.30%,-37.73%,37 天 3 小时 0 分钟,0 天 3 小时 0 分钟,8 天 23 小时 49 分钟,3.0,4.0,0.12716976813213843,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
96,10.81,3.3,-75.40%,2024-03-14 06:00:00,2024-11-07 02:00:00,4.37,37.0,45.0,45.12%,7.91%,3.24,477.45%,-31.57%,23 天 13 小时 0 分钟,0 天 3 小时 0 分钟,7 天 5 小时 30 分钟,3.0,5.0,0.1273062099994482,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
200,10.74,3.28,-75.51%,2024-03-14 06:00:00,2024-05-01 09:00:00,4.34,20.0,21.0,48.78%,16.68%,3.89,535.64%,-28.34%,42 天 0 小时 0 分钟,0 天 3 小时 0 分钟,14 天 12 小时 1 分钟,2.0,3.0,0.1269028424219778,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
246,8.73,2.77,-63.87%,2024-05-27 15:00:00,2024-11-08 01:00:00,4.33,15.0,22.0,40.54%,20.22%,5.83,638.11%,-22.43%,43 天 4 小时 0 分钟,0 天 3 小时 0 分钟,16 天 1 小时 45 分钟,3.0,3.0,0.11520336049298763,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
40,9.26,2.91,-67.53%,2024-05-30 07:00:00,2024-07-31 13:00:00,4.31,74.0,144.0,33.94%,3.25%,3.88,492.19%,-22.10%,12 天 17 小时 0 分钟,0 天 1 小时 0 分钟,2 天 16 小时 38 分钟,3.0,11.0,0.11856735432969567,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
126,9.99,3.09,-73.51%,2024-03-14 06:00:00,2024-05-21 18:00:00,4.21,29.0,37.0,43.94%,9.81%,3.6,475.48%,-37.44%,37 天 2 小时 0 分钟,0 天 3 小时 0 分钟,8 天 23 小时 49 分钟,3.0,4.0,0.12284774859689951,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
206,9.91,3.07,-75.76%,2024-03-14 06:00:00,2024-05-01 09:00:00,4.06,19.0,22.0,46.34%,16.67%,4.22,541.38%,-27.98%,42 天 4 小时 0 分钟,0 天 3 小时 0 分钟,14 天 12 小时 1 分钟,4.0,3.0,0.12237322478570456,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
92,8.73,2.77,-71.23%,2024-03-14 06:00:00,2024-11-07 13:00:00,3.89,36.0,52.0,40.91%,7.55%,3.69,527.02%,-33.46%,22 天 15 小时 0 分钟,0 天 1 小时 0 分钟,6 天 17 小时 36 分钟,3.0,5.0,0.11525012245432209,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
106,8.97,2.83,-73.13%,2024-03-14 06:00:00,2024-11-07 02:00:00,3.87,35.0,47.0,42.68%,7.88%,3.54,502.38%,-40.90%,23 天 19 小时 0 分钟,0 天 3 小时 0 分钟,7 天 5 小时 30 分钟,3.0,5.0,0.11674572810999595,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
108,8.87,2.81,-72.65%,2024-03-14 06:00:00,2024-11-07 02:00:00,3.86,35.0,47.0,42.68%,7.92%,3.5,505.85%,-42.74%,23 天 22 小时 0 分钟,0 天 3 小时 0 分钟,7 天 5 小时 30 分钟,4.0,5.0,0.1161076675631314,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
202,9.02,2.85,-75.34%,2024-03-14 06:00:00,2024-05-01 09:00:00,3.78,18.0,23.0,43.90%,16.78%,4.54,557.27%,-25.42%,42 天 2 小时 0 分钟,0 天 3 小时 0 分钟,14 天 12 小时 1 分钟,2.0,3.0,0.11708240835983563,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
